epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,15979.7,0.88585,0.44696,0.80214,0.93404,0.79619,0.87867,0.6502,0.79027,0.38533,0.79423,0.003169,0.003169,0.003169
71,16148.2,0.88576,0.44893,0.8022,0.9338,0.79644,0.87888,0.65066,0.78954,0.3847,0.79417,0.00307,0.00307,0.00307
72,16307.4,0.8868,0.44999,0.80032,0.93563,0.79504,0.87883,0.65061,0.78904,0.38427,0.79409,0.002971,0.002971,0.002971
73,16472.9,0.8809,0.44456,0.80085,0.93641,0.79454,0.87947,0.65091,0.78842,0.38375,0.79401,0.002872,0.002872,0.002872
74,16653.1,0.88132,0.44627,0.80166,0.93507,0.79593,0.8793,0.651,0.78756,0.38321,0.794,0.002773,0.002773,0.002773
75,16812.8,0.87481,0.4398,0.80075,0.93516,0.7957,0.87969,0.65105,0.7875,0.38308,0.7939,0.002674,0.002674,0.002674
76,16989.6,0.87846,0.44327,0.80033,0.93217,0.7993,0.88012,0.65142,0.78705,0.38252,0.79383,0.002575,0.002575,0.002575
77,17150.4,0.87275,0.43754,0.80028,0.93077,0.80006,0.88064,0.65204,0.78644,0.38182,0.7938,0.002476,0.002476,0.002476
78,17332.1,0.8729,0.43714,0.79901,0.93068,0.80054,0.881,0.65199,0.78567,0.3817,0.7937,0.002377,0.002377,0.002377
79,17491.5,0.86971,0.43754,0.7997,0.93098,0.80079,0.88102,0.65244,0.78524,0.38101,0.79362,0.002278,0.002278,0.002278
80,17651.2,0.8639,0.43447,0.79839,0.9307,0.80112,0.88098,0.65254,0.78502,0.38076,0.79352,0.002179,0.002179,0.002179
81,17832.6,0.86714,0.43336,0.79946,0.93133,0.80087,0.88134,0.65269,0.78473,0.38011,0.79343,0.00208,0.00208,0.00208
82,17993,0.86414,0.42937,0.79848,0.93039,0.80225,0.88165,0.65289,0.78453,0.37971,0.7934,0.001981,0.001981,0.001981
83,18154.1,0.86252,0.42718,0.79869,0.93129,0.80177,0.88191,0.6531,0.78437,0.37948,0.79334,0.001882,0.001882,0.001882
84,18329.2,0.85643,0.42634,0.79841,0.93227,0.80112,0.88193,0.6536,0.78398,0.37893,0.79325,0.001783,0.001783,0.001783
85,18519.4,0.85191,0.42403,0.79771,0.93277,0.8012,0.88218,0.65363,0.78414,0.37862,0.79319,0.001684,0.001684,0.001684
86,18697.1,0.85483,0.42037,0.7983,0.9331,0.80106,0.88227,0.65422,0.78343,0.37797,0.79311,0.001585,0.001585,0.001585
87,18890.9,0.84667,0.41903,0.79734,0.93327,0.80136,0.88267,0.65435,0.78331,0.37743,0.79305,0.001486,0.001486,0.001486
88,19076.6,0.8457,0.41475,0.79864,0.93313,0.80149,0.88263,0.65482,0.78293,0.37707,0.79298,0.001387,0.001387,0.001387
89,19249,0.84517,0.41588,0.79672,0.93394,0.80096,0.88279,0.65496,0.78293,0.37663,0.79293,0.001288,0.001288,0.001288
90,19415.7,0.84149,0.41191,0.79612,0.93395,0.80178,0.88316,0.65533,0.78273,0.37642,0.79281,0.001189,0.001189,0.001189
91,19581.2,0.8296,0.4092,0.7983,0.93461,0.80125,0.88344,0.65512,0.78235,0.37624,0.79271,0.00109,0.00109,0.00109
92,19761.7,0.81883,0.40218,0.79695,0.93497,0.80096,0.88356,0.65565,0.78265,0.37616,0.79269,0.000991,0.000991,0.000991
93,19941.7,0.81287,0.3987,0.79647,0.93663,0.80055,0.88382,0.65557,0.78244,0.37589,0.79265,0.000892,0.000892,0.000892
94,20100.1,0.81011,0.394,0.79547,0.9365,0.80079,0.88415,0.65603,0.78235,0.37594,0.79259,0.000793,0.000793,0.000793
95,20279.1,0.80951,0.39376,0.79719,0.93635,0.80071,0.88418,0.65627,0.78229,0.37555,0.79255,0.000694,0.000694,0.000694
96,20438,0.80523,0.38982,0.7963,0.93595,0.80146,0.8844,0.65674,0.78227,0.37505,0.79251,0.000595,0.000595,0.000595
97,20601.9,0.79419,0.38452,0.79494,0.93467,0.80316,0.88487,0.65689,0.78191,0.37457,0.79247,0.000496,0.000496,0.000496
98,20767.3,0.79389,0.38296,0.79548,0.93351,0.80417,0.88491,0.65727,0.78159,0.37452,0.79236,0.000397,0.000397,0.000397
99,20927.5,0.79719,0.37881,0.79743,0.93376,0.80394,0.88506,0.65774,0.78139,0.37434,0.79231,0.000298,0.000298,0.000298
100,21097.5,0.78988,0.37783,0.79426,0.93369,0.80421,0.88518,0.65812,0.78127,0.37374,0.79225,0.000199,0.000199,0.000199
