epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,10417.2,0.88227,0.4498,0.79923,0.92817,0.80663,0.88643,0.65906,0.77793,0.37801,0.79347,0.004555,0.004555,0.004555
57,10602.5,0.88224,0.44767,0.80107,0.92856,0.80659,0.88667,0.65918,0.77774,0.37801,0.79335,0.004456,0.004456,0.004456
58,10785.4,0.88044,0.44538,0.80051,0.92849,0.80719,0.88705,0.65894,0.77742,0.37731,0.79326,0.004357,0.004357,0.004357
59,10967.1,0.87979,0.44369,0.80022,0.92893,0.80793,0.8874,0.65914,0.77749,0.37696,0.7932,0.004258,0.004258,0.004258
60,11153.2,0.87912,0.44373,0.79993,0.93035,0.80611,0.88707,0.65955,0.77682,0.37638,0.79315,0.004159,0.004159,0.004159
61,11335.6,0.8769,0.44114,0.8008,0.93031,0.80574,0.88738,0.6599,0.77645,0.37605,0.7931,0.00406,0.00406,0.00406
62,11518.9,0.86809,0.43817,0.79988,0.93039,0.80622,0.8875,0.65968,0.77643,0.37576,0.79303,0.003961,0.003961,0.003961
63,11709.9,0.8665,0.43837,0.79793,0.93128,0.80587,0.88796,0.65991,0.77548,0.37534,0.79297,0.003862,0.003862,0.003862
64,11923.6,0.86987,0.43733,0.79955,0.93025,0.80707,0.88815,0.66035,0.77474,0.37484,0.79292,0.003763,0.003763,0.003763
65,12157.9,0.86166,0.43385,0.79853,0.93044,0.80727,0.88786,0.66054,0.77394,0.3741,0.79285,0.003664,0.003664,0.003664
66,12390.6,0.86099,0.43461,0.7988,0.92999,0.80812,0.88819,0.66173,0.7728,0.37395,0.79282,0.003565,0.003565,0.003565
67,12622.7,0.86235,0.43346,0.79692,0.93015,0.80841,0.88821,0.66182,0.77221,0.37361,0.79275,0.003466,0.003466,0.003466
68,12858.7,0.86169,0.42988,0.79858,0.92959,0.80858,0.88843,0.66212,0.77185,0.37335,0.79266,0.003367,0.003367,0.003367
69,13095.5,0.85432,0.42895,0.79895,0.92993,0.80849,0.88854,0.66199,0.77194,0.37284,0.79259,0.003268,0.003268,0.003268
70,13331.3,0.85222,0.42618,0.79814,0.92954,0.80865,0.88847,0.66261,0.77177,0.37237,0.79255,0.003169,0.003169,0.003169
