epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,23222.1,0.89259,0.43727,0.78935,0.90895,0.70188,0.80783,0.5822,0.8274,0.40218,0.78296,0.001684,0.001684,0.001684
86,23519.7,0.88626,0.43474,0.78838,0.90899,0.7023,0.80814,0.58283,0.82648,0.4015,0.7829,0.001585,0.001585,0.001585
87,23819.7,0.88378,0.43374,0.78849,0.90805,0.70304,0.80848,0.58359,0.8253,0.40082,0.78282,0.001486,0.001486,0.001486
88,24120.3,0.88577,0.43162,0.78819,0.90812,0.70357,0.80893,0.58403,0.82429,0.40006,0.78274,0.001387,0.001387,0.001387
89,24420.7,0.88065,0.42728,0.78835,0.90935,0.70325,0.80922,0.58483,0.82349,0.39927,0.78264,0.001288,0.001288,0.001288
90,24722.5,0.88098,0.42726,0.78743,0.90979,0.70331,0.80954,0.58537,0.82296,0.39874,0.78254,0.001189,0.001189,0.001189
91,25022.2,0.85798,0.42115,0.78762,0.91023,0.7034,0.8099,0.58561,0.82231,0.39851,0.7825,0.00109,0.00109,0.00109
92,25323.6,0.85661,0.41553,0.7872,0.91122,0.70279,0.81018,0.58645,0.82165,0.39808,0.78244,0.000991,0.000991,0.000991
93,25622.2,0.84973,0.41139,0.78781,0.91104,0.70373,0.81091,0.58706,0.82135,0.39735,0.78235,0.000892,0.000892,0.000892
94,25923.1,0.84466,0.40732,0.78638,0.91191,0.70328,0.81115,0.58725,0.82066,0.39718,0.78226,0.000793,0.000793,0.000793
95,26226.8,0.83685,0.40433,0.78713,0.91204,0.70341,0.81145,0.58776,0.82043,0.39676,0.78216,0.000694,0.000694,0.000694
96,26530.5,0.83623,0.40003,0.78728,0.91177,0.70418,0.81204,0.58866,0.81921,0.39638,0.78214,0.000595,0.000595,0.000595
97,26830.4,0.83602,0.39997,0.78584,0.91281,0.70377,0.81241,0.58917,0.8189,0.39618,0.78208,0.000496,0.000496,0.000496
98,27128,0.82906,0.3944,0.78618,0.91341,0.70345,0.81253,0.58955,0.81798,0.39545,0.78199,0.000397,0.000397,0.000397
99,27431.1,0.8266,0.39289,0.78751,0.91449,0.70341,0.81291,0.58997,0.81758,0.3946,0.78191,0.000298,0.000298,0.000298
100,27734.4,0.8235,0.38944,0.78515,0.91458,0.70349,0.81304,0.59042,0.81728,0.39384,0.7818,0.000199,0.000199,0.000199
